id_cliente,id_atendimento,nota_nps,data_pesquisa,categoria
1855,12267,10,2023-07-26 19:55:16,Saúde
1278,2222,9,2025-12-24 04:54:07,Saúde
4305,15758,8,2023-06-25 21:44:39,Seguro
321,4694,10,2023-08-20 22:18:27,Seguro
507,10109,9,2023-12-18 21:31:29,Seguro
1510,5108,9,2024-05-16 03:16:18,Jurídico
534,13481,6,2025-11-09 08:59:32,Jurídico
3638,4746,9,2025-04-12 18:10:15,Saúde
4580,1605,9,2023-11-28 03:22:56,Saúde
3712,17396,10,2025-07-06 13:47:01,Saúde
1054,16864,10,2023-06-27 14:03:38,Pet
1297,8214,5,2024-04-04 09:27:27,Seguro
1614,1093,10,2025-08-03 20:35:59,Jurídico
4701,13885,8,2025-11-15 14:52:19,Pet
4406,6312,7,2024-11-16 16:50:06,Saúde
159,9013,8,2025-07-02 01:22:41,Residencial
485,352,9,2024-06-22 20:31:53,Jurídico
3303,14783,9,2025-04-03 03:45:11,Saúde
3783,1531,9,2023-01-16 07:52:58,Automotivo
2777,13592,8,2025-12-02 13:52:37,Automotivo
563,15216,7,2023-03-26 02:18:29,Saúde
2323,11541,10,2023-07-06 11:00:25,Seguro
3654,219,9,2025-09-21 00:53:03,Saúde
1964,6814,10,2024-09-29 07:51:39,Saúde
4845,5358,9,2024-01-04 07:45:44,Jurídico
3424,15730,5,2023-12-25 06:01:34,Residencial
3916,13044,9,2023-08-04 20:34:42,Saúde
225,1454,9,2023-05-19 07:59:06,Saúde
2536,14933,7,2025-01-01 09:52:12,Residencial
3043,4741,10,2023-11-16 14:52:10,Automotivo
4703,2815,10,2024-04-21 07:25:24,Seguro
4929,7887,9,2023-02-15 21:21:59,Residencial
143,4974,0,2023-05-16 05:12:01,Benefícios
1288,1183,10,2024-11-25 13:04:19,Residencial
4350,10036,8,2023-09-12 16:10:19,Saúde
272,3948,8,2025-11-13 02:33:52,Saúde
2261,3190,1,2023-03-29 02:37:09,Residencial
1462,14481,10,2024-07-05 06:51:18,Saúde
2452,19827,9,2023-10-01 12:57:33,Jurídico
572,9624,9,2023-10-11 09:20:05,Jurídico
2118,1007,10,2023-04-25 15:28:51,Jurídico
1910,2326,7,2023-02-02 09:29:03,Seguro
1092,10646,10,2023-12-22 04:16:34,Benefícios
3262,19524,10,2023-09-27 12:17:43,Automotivo
493,17726,10,2025-06-01 20:33:05,Seguro
1682,5744,9,2024-08-05 14:26:51,Seguro
23,12681,7,2025-01-27 03:33:44,Pet
3909,14584,6,2023-10-17 07:29:16,Benefícios
3563,19258,10,2025-08-03 00:15:50,Saúde
3746,11882,2,2023-06-10 03:57:16,Benefícios
4314,1028,10,2023-07-01 15:19:36,Saúde
813,4070,10,2024-11-28 18:00:26,Residencial
2394,18573,9,2026-01-01 00:44:00,Residencial
3392,14653,10,2023-11-15 22:20:50,Saúde
4661,6651,10,2025-06-29 22:44:28,Saúde
3394,15784,10,2024-06-02 15:19:41,Jurídico
4760,17649,9,2025-09-09 16:05:26,Automotivo
4481,4623,7,2024-12-12 13:01:50,Benefícios
4839,10386,10,2023-04-26 06:13:19,Seguro
1725,13671,10,2025-12-24 14:13:34,Saúde
3829,14047,9,2025-04-13 17:30:57,Seguro
2477,1963,10,2023-07-01 16:32:23,Seguro
1103,19875,10,2023-12-07 08:43:02,Seguro
1048,1600,1,2024-05-02 13:34:12,Residencial
1353,9676,1,2024-09-24 04:16:47,Saúde
3770,10953,7,2025-02-11 02:39:26,Seguro
1614,4334,7,2023-02-28 00:50:06,Benefícios
4693,12100,1,2023-02-20 10:13:50,Automotivo
3568,6956,8,2024-10-08 07:13:32,Saúde
3526,18822,10,2025-03-15 21:07:37,Residencial
4417,8546,10,2024-07-22 07:15:03,Residencial
3477,15975,9,2025-05-07 02:45:37,Saúde
4252,13723,10,2025-01-13 09:29:41,Seguro
4966,696,8,2023-01-28 06:56:15,Saúde
4209,15631,7,2025-12-15 02:54:45,Benefícios
1509,13590,10,2024-03-22 18:03:48,Saúde
4387,14522,10,2024-08-04 04:51:48,Saúde
1681,19918,10,2025-04-23 17:15:57,Automotivo
2585,9771,9,2023-02-23 07:34:41,Automotivo
2787,13378,6,2025-09-14 15:10:12,Automotivo
4552,1035,8,2025-01-14 23:33:29,Saúde
3495,10843,10,2024-02-06 01:22:44,Automotivo
3155,16593,5,2023-10-21 17:57:24,Benefícios
2808,10422,0,2024-06-02 15:48:24,Seguro
64,10980,10,2025-04-25 05:38:30,Seguro
771,2128,4,2025-09-10 03:04:32,Seguro
1592,12188,10,2023-07-14 20:00:10,Automotivo
1553,5971,9,2024-09-05 16:13:52,Benefícios
3563,13226,10,2025-01-27 14:20:04,Automotivo
3846,994,10,2023-09-16 02:48:57,Residencial
4562,15085,10,2024-09-20 10:26:40,Residencial
3271,14846,8,2025-01-28 04:56:15,Saúde
4012,14946,9,2025-08-05 22:16:21,Pet
3244,448,10,2025-06-16 04:48:12,Saúde
2098,17278,8,2023-07-26 07:01:55,Jurídico
3359,5454,3,2023-07-30 08:25:05,Residencial
9,3212,10,2025-11-26 02:46:29,Pet
229,5562,9,2024-02-22 07:13:17,Benefícios
3890,18912,10,2025-01-13 05:31:59,Jurídico
651,3211,10,2023-07-20 03:06:29,Pet
4371,13814,10,2025-07-04 23:27:16,Benefícios
3413,8967,7,2025-09-23 23:14:39,Pet
2990,17654,2,2024-11-01 02:08:05,Benefícios
2133,10650,10,2025-11-27 15:34:25,Jurídico
2110,19715,6,2024-06-13 16:06:09,Residencial
1174,3972,10,2025-06-03 03:04:39,Seguro
47,10808,10,2024-11-16 13:01:17,Pet
1882,19545,6,2025-08-16 07:55:02,Benefícios
1444,11367,6,2024-01-24 22:14:26,Jurídico
1440,3779,9,2024-06-17 18:35:53,Seguro
2978,13080,10,2023-08-19 02:38:56,Saúde
4124,6353,10,2024-11-30 08:12:48,Jurídico
207,4008,10,2023-11-10 19:03:31,Seguro
2982,3777,10,2024-11-25 12:42:21,Pet
1192,17148,8,2025-08-24 23:37:32,Saúde
3778,14105,5,2023-08-10 16:38:21,Jurídico
4224,19146,7,2024-09-12 00:40:46,Pet
2425,19184,10,2025-09-16 13:51:44,Residencial
3171,8427,9,2024-02-06 19:59:18,Benefícios
3431,4338,8,2023-11-14 06:56:03,Seguro
3708,8118,5,2024-04-22 14:32:52,Seguro
1616,7764,10,2023-05-31 08:46:13,Benefícios
1601,14013,9,2025-01-09 12:09:39,Saúde
4549,13652,10,2023-06-04 16:28:52,Saúde
4036,439,10,2023-08-25 20:53:47,Seguro
4723,16534,9,2023-09-18 09:55:17,Pet
3158,3270,6,2023-04-22 22:06:12,Saúde
1413,3753,9,2023-02-05 21:42:23,Automotivo
671,9114,10,2024-03-20 18:52:27,Automotivo
1190,9441,6,2023-12-28 12:22:30,Residencial
457,1740,10,2025-06-11 09:22:41,Saúde
1418,607,10,2025-07-04 09:16:59,Pet
2603,17086,10,2024-06-03 18:41:22,Jurídico
4018,12999,10,2023-05-23 04:21:55,Jurídico
2374,16973,10,2025-12-06 23:09:58,Residencial
429,18367,8,2024-07-24 23:39:45,Benefícios
1453,15684,9,2024-04-22 03:22:50,Jurídico
4430,11038,10,2024-03-11 05:12:35,Pet
2990,5747,9,2024-12-01 14:55:54,Pet
704,11585,5,2024-08-03 14:05:04,Saúde
3302,6271,10,2024-01-31 12:22:55,Pet
4099,8852,7,2025-04-18 15:41:33,Pet
1623,18409,4,2023-08-03 03:33:47,Automotivo
371,6601,9,2024-08-16 06:29:44,Seguro
114,11379,10,2023-09-24 17:50:18,Automotivo
4617,17190,10,2025-06-06 21:06:11,Benefícios
4381,11606,9,2025-10-14 09:25:14,Benefícios
72,6910,10,2024-03-23 18:29:03,Saúde
3128,739,9,2023-08-08 01:20:14,Pet
415,1995,7,2025-05-15 04:53:55,Seguro
1362,120,6,2024-10-24 04:31:00,Automotivo
4343,14927,3,2025-10-08 12:57:57,Seguro
2868,17610,9,2025-06-23 00:14:51,Seguro
601,17437,10,2023-12-18 00:12:43,Automotivo
3407,18554,1,2023-11-29 00:34:36,Jurídico
4198,7294,4,2024-05-29 09:50:12,Jurídico
1404,3406,4,2025-06-05 11:46:07,Saúde
3885,10538,10,2025-07-24 16:46:56,Jurídico
3059,18467,8,2023-11-27 23:06:53,Seguro
4247,8627,9,2025-03-05 08:46:28,Residencial
3213,3482,8,2024-03-02 13:49:31,Automotivo
4060,17819,9,2023-10-30 23:45:50,Seguro
2145,128,6,2025-04-10 17:11:00,Automotivo
1595,13427,3,2025-08-26 10:34:36,Saúde
535,10611,10,2025-05-09 16:14:26,Seguro
4733,15274,9,2023-12-15 20:44:31,Jurídico
138,19581,10,2024-07-15 15:49:09,Jurídico
414,19286,4,2025-06-08 07:49:37,Jurídico
2758,12823,8,2024-09-19 22:26:17,Residencial
234,3074,10,2023-10-19 01:39:13,Benefícios
3191,2381,10,2025-10-05 14:10:06,Pet
1739,2484,9,2025-08-08 19:11:16,Pet
563,3462,8,2025-07-04 03:57:10,Pet
1854,15232,6,2023-12-12 09:50:04,Seguro
3805,7459,9,2023-12-21 01:14:43,Jurídico
2973,15885,9,2024-12-29 21:52:56,Jurídico
2160,6886,10,2023-05-28 19:00:37,Seguro
2443,15098,9,2023-02-09 02:58:48,Saúde
3138,18685,6,2023-01-12 14:57:37,Pet
4967,14971,2,2023-07-07 13:00:59,Benefícios
1875,804,6,2023-10-07 11:50:02,Automotivo
2490,475,3,2023-03-23 19:54:12,Saúde
4935,8609,10,2023-10-23 17:47:16,Automotivo
896,6483,9,2024-08-03 05:24:12,Seguro
4199,18288,3,2023-05-05 13:25:15,Saúde
1877,5558,9,2024-11-04 11:12:29,Pet
1969,13949,3,2024-03-26 08:41:16,Saúde
1768,8892,9,2024-06-10 03:03:59,Seguro
2244,12522,10,2023-05-27 00:42:04,Saúde
2731,4449,8,2025-02-06 15:17:52,Automotivo
1088,485,4,2025-06-12 20:30:49,Jurídico
1488,10423,9,2023-10-16 08:06:19,Automotivo
4915,19412,4,2025-03-18 22:22:37,Jurídico
3775,14901,10,2025-10-07 13:01:10,Automotivo
808,11227,9,2023-01-29 02:47:59,Benefícios
3342,19133,8,2025-06-26 14:08:33,Pet
4886,7921,10,2025-01-19 10:10:25,Saúde
2485,7912,0,2023-11-03 13:31:28,Saúde
625,2767,10,2025-03-30 21:14:17,Benefícios
4111,14866,10,2024-12-28 13:36:28,Saúde
3690,16507,9,2025-07-16 16:57:46,Automotivo
98,11689,0,2023-10-19 17:06:43,Automotivo
3329,4038,9,2024-05-22 16:53:58,Residencial
2681,857,1,2025-12-03 22:06:01,Automotivo
4430,16137,7,2025-07-14 04:30:13,Automotivo
1888,8831,10,2023-09-25 16:29:08,Pet
2817,8804,9,2023-12-16 02:22:41,Residencial
2128,11839,4,2024-05-25 08:42:08,Saúde
1959,3827,8,2023-05-27 19:37:24,Saúde
3253,18128,10,2024-08-30 16:22:52,Saúde
1878,5996,10,2024-10-14 06:06:43,Benefícios
889,504,9,2023-08-08 13:35:10,Jurídico
1992,2960,9,2024-09-19 16:03:57,Automotivo
475,7989,8,2025-01-10 15:24:55,Seguro
3382,9641,10,2023-12-09 20:21:34,Automotivo
32,8110,3,2023-11-26 05:57:00,Saúde
4280,5383,10,2023-07-26 16:43:42,Seguro
2771,13952,10,2025-03-21 20:40:29,Residencial
1360,13139,9,2024-01-13 17:36:02,Jurídico
3438,17988,8,2025-07-13 01:28:57,Benefícios
3062,13436,10,2023-07-19 22:26:05,Saúde
2734,7726,2,2025-10-17 04:36:02,Jurídico
3410,12034,10,2025-01-13 17:16:51,Jurídico
564,8130,9,2025-10-28 00:02:02,Saúde
2506,12788,10,2023-06-14 17:09:53,Benefícios
3630,8293,7,2025-09-20 13:41:20,Saúde
654,18322,8,2023-05-01 01:53:41,Seguro
523,13061,9,2023-05-18 15:37:29,Saúde
404,3296,6,2025-08-13 21:31:35,Benefícios
494,8958,4,2025-11-09 23:57:08,Jurídico
2412,116,10,2025-12-21 05:48:30,Pet
2254,5648,10,2025-01-21 17:35:29,Benefícios
1085,12625,9,2023-09-03 19:17:56,Saúde
3120,14748,4,2025-12-31 00:53:04,Pet
4929,7182,5,2025-04-14 15:34:12,Pet
555,1711,10,2025-11-09 00:27:40,Saúde
2573,15958,6,2023-03-03 18:33:54,Saúde
4793,5818,7,2024-11-30 21:28:59,Saúde
268,15279,10,2025-12-23 21:43:02,Jurídico
1387,2481,10,2025-10-12 09:39:53,Jurídico
4426,10251,10,2025-05-05 09:12:50,Jurídico
907,4033,10,2023-01-15 22:12:23,Automotivo
3666,13348,10,2025-05-20 08:26:24,Pet
465,16531,7,2025-07-21 14:40:50,Benefícios
59,9515,6,2025-02-19 21:33:29,Benefícios
1662,4611,8,2023-03-21 05:30:27,Saúde
2060,5118,10,2024-04-01 21:11:50,Saúde
3770,16947,10,2023-06-28 10:05:36,Residencial
3173,6386,7,2023-04-12 10:53:50,Automotivo
4983,15140,10,2023-01-09 11:17:55,Saúde
2077,6272,10,2025-06-01 02:25:04,Saúde
4234,342,10,2025-06-15 18:36:26,Jurídico
768,829,7,2023-08-18 15:37:10,Residencial
3846,12530,8,2024-03-09 11:15:21,Seguro
2694,11552,8,2025-04-28 00:07:12,Jurídico
3891,9528,9,2023-02-16 01:42:18,Saúde
280,11837,10,2025-04-17 16:29:01,Jurídico
1042,314,9,2025-06-09 15:32:51,Jurídico
4893,11698,10,2024-05-31 23:08:47,Residencial
1096,10052,10,2024-01-23 16:03:16,Saúde
389,12864,9,2024-05-14 05:18:12,Benefícios
4067,16071,9,2024-11-25 11:29:20,Saúde
4165,17137,9,2024-04-20 13:48:09,Residencial
2265,18262,9,2025-06-14 14:16:25,Seguro
4406,4910,9,2023-07-29 08:30:08,Pet
3884,17797,1,2024-07-11 18:04:01,Saúde
3991,8874,9,2023-05-23 16:58:01,Saúde
3397,18286,8,2025-01-26 19:10:57,Automotivo
2721,410,9,2024-11-20 14:47:26,Saúde
4051,3796,7,2025-07-20 16:03:01,Saúde
345,2704,10,2024-07-15 00:43:51,Pet
3626,10343,10,2024-06-02 09:03:48,Seguro
458,4982,7,2025-01-19 18:40:32,Residencial
3755,8583,5,2024-07-31 00:39:26,Jurídico
3789,7668,7,2024-02-11 07:09:25,Residencial
1293,17518,9,2024-07-06 02:06:09,Benefícios
712,17184,9,2025-01-04 21:25:49,Residencial
1198,9726,9,2024-07-12 22:18:17,Residencial
2417,18154,9,2024-10-12 00:53:03,Benefícios
3705,7500,7,2023-10-28 23:39:16,Residencial
1374,17037,4,2023-02-28 00:51:36,Pet
4350,7721,6,2024-06-15 14:16:13,Jurídico
973,1906,9,2024-03-17 17:56:33,Automotivo
3316,6718,7,2025-08-14 17:41:46,Seguro
249,2175,9,2023-07-27 06:15:42,Automotivo
473,6770,8,2023-06-27 06:16:29,Jurídico
3909,7162,10,2023-09-29 16:54:32,Residencial
1138,6505,9,2025-02-26 14:54:12,Saúde
4217,18766,4,2025-05-24 09:33:32,Seguro
948,4421,10,2023-07-19 00:22:27,Pet
1970,1273,7,2024-04-30 03:16:37,Benefícios
1677,452,7,2023-10-31 19:51:25,Automotivo
2959,3520,9,2024-02-17 23:29:30,Seguro
3307,17478,10,2023-08-26 13:57:44,Saúde
588,9568,8,2023-04-08 09:09:05,Benefícios
1748,248,10,2025-07-04 08:12:34,Residencial
3396,17816,7,2025-08-05 18:40:28,Seguro
1373,1748,10,2024-10-12 02:32:38,Residencial
587,2086,10,2023-03-03 20:34:48,Automotivo
3958,12493,9,2025-09-17 01:23:27,Saúde
1925,13352,10,2024-10-21 04:26:40,Automotivo
3490,4975,9,2024-07-26 08:38:13,Benefícios
2153,3499,10,2024-08-16 23:37:44,Pet
2669,13443,7,2023-01-19 05:09:37,Residencial
3239,1085,8,2023-12-30 17:27:08,Saúde
3840,4936,8,2024-09-13 19:31:41,Automotivo
4914,6238,8,2025-04-10 15:12:40,Residencial
1395,6735,9,2025-04-19 10:06:28,Jurídico
1795,12984,9,2023-09-12 15:35:07,Automotivo
4119,14250,9,2025-09-17 02:59:23,Seguro
3490,11983,9,2025-03-05 15:06:56,Saúde
3310,5923,9,2024-02-02 14:50:59,Saúde
2595,17269,7,2025-07-07 08:36:11,Saúde
4975,8949,7,2024-06-24 11:09:33,Benefícios
4591,19451,10,2024-02-13 08:47:10,Benefícios
1217,4150,3,2024-07-09 08:59:19,Automotivo
3121,5100,5,2024-12-05 11:38:18,Saúde
613,9513,10,2025-08-17 07:15:04,Saúde
2318,13260,5,2024-06-18 08:55:42,Pet
449,17361,10,2025-08-30 12:25:54,Jurídico
1265,17038,9,2024-11-13 09:21:23,Saúde
4359,3336,9,2023-06-01 18:48:51,Automotivo
3230,17586,8,2023-01-11 11:25:43,Jurídico
1300,19820,8,2023-07-28 13:22:31,Benefícios
1353,13729,10,2025-08-04 09:53:30,Seguro
3610,9894,6,2023-05-08 22:52:57,Seguro
2454,7651,10,2024-07-06 07:23:43,Seguro
4996,2239,10,2024-11-01 09:44:37,Seguro
3818,14205,10,2023-06-15 07:05:49,Automotivo
4138,252,10,2023-10-12 18:17:51,Saúde
1966,8197,10,2025-01-22 12:04:55,Jurídico
469,4707,7,2023-01-18 20:31:06,Automotivo
1056,8144,8,2025-08-09 08:18:24,Automotivo
2165,2715,5,2024-05-19 01:19:42,Saúde
